KO	GO	GO_term
K01114	GO:0004629	phospholipase C activity
K01116	GO:0004435	phosphatidylinositol phospholipase C activity
K01116	GO:0004435	phosphatidylinositol phospholipase C activity
K01120	GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity
K01120	GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity
K01121	GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity
K01123	GO:0050290	sphingomyelin phosphodiesterase D activity
K01148	GO:0004535	poly(A)-specific ribonuclease activity
K01150	GO:0004530	deoxyribonuclease I activity
K01151	GO:0008833	deoxyribonuclease IV (phage-T4-induced) activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01155	GO:0009036	type II site-specific deoxyribonuclease activity
K01156	GO:0015668	type III site-specific deoxyribonuclease activity
K01158	GO:0004531	deoxyribonuclease II activity
K01164	GO:0004526	ribonuclease P activity
K01166	GO:0033897	ribonuclease T2 activity
K01170	GO:0000213	tRNA-intron endonuclease activity
K01170	GO:0000213	tRNA-intron endonuclease activity
K01173	GO:0004520	DNA endonuclease activity
K01173	GO:0004521	RNA endonuclease activity
K01173	GO:0004521	RNA endonuclease activity
K01173	GO:0004521	RNA endonuclease activity
K01173	GO:0004521	RNA endonuclease activity
K01173	GO:0004521	RNA endonuclease activity
K01173	GO:0004521	RNA endonuclease activity
K01176	GO:0004556	alpha-amylase activity
K01176	GO:0004556	alpha-amylase activity
K01177	GO:0016161	beta-amylase activity
K01179	GO:0008810	cellulase activity
K01179	GO:0008810	cellulase activity
K01179	GO:0008810	cellulase activity
K01179	GO:0008810	cellulase activity
K01179	GO:0008810	cellulase activity
K01179	GO:0008810	cellulase activity
K01183	GO:0004568	chitinase activity
K01183	GO:0004568	chitinase activity
K01184	GO:0004650	polygalacturonase activity
K01185	GO:0003796	lysozyme activity
K01185	GO:0003796	lysozyme activity
K01185	GO:0003796	lysozyme activity
K01185	GO:0003796	lysozyme activity
K01186	GO:0004308	exo-alpha-sialidase activity
K01186	GO:0004308	exo-alpha-sialidase activity
K01190	GO:0004565	beta-galactosidase activity
K01190	GO:0004565	beta-galactosidase activity
K01190	GO:0004565	beta-galactosidase activity
K01190	GO:0004565	beta-galactosidase activity
K01191	GO:0004559	alpha-mannosidase activity
K01191	GO:0004559	alpha-mannosidase activity
K01191	GO:0004559	alpha-mannosidase activity
K01193	GO:0004564	beta-fructofuranosidase activity
K01194	GO:0004555	alpha,alpha-trehalase activity
K01194	GO:0004555	alpha,alpha-trehalase activity
K01196	GO:0004134	4-alpha-glucanotransferase activity
K01197	GO:0004415	hyalurononglucosaminidase activity
K01197	GO:0004415	hyalurononglucosaminidase activity
K01198	GO:0009044	xylan 1,4-beta-xylosidase activity
K01206	GO:0004560	alpha-L-fucosidase activity
K01209	GO:0046556	alpha-L-arabinofuranosidase activity
K01209	GO:0046556	alpha-L-arabinofuranosidase activity
K01209	GO:0046556	alpha-L-arabinofuranosidase activity
K01209	GO:0046556	alpha-L-arabinofuranosidase activity
K01227	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity
K01230	GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
K01233	GO:0016977	chitosanase activity
K01233	GO:0016977	chitosanase activity
K01235	GO:0046559	alpha-glucuronidase activity
K01235	GO:0046559	alpha-glucuronidase activity
K01235	GO:0046559	alpha-glucuronidase activity
K01242	GO:0050135	NADP+ nucleosidase activity
K01242	GO:0050135	NADP+ nucleosidase activity
K01242	GO:0061809	NAD+ nucleotidase, cyclic ADP-ribose generating
K01246	GO:0008725	DNA-3-methyladenine glycosylase activity
K01247	GO:0003905	alkylbase DNA N-glycosylase activity
K01261	GO:0004177	aminopeptidase activity
K01261	GO:0004177	aminopeptidase activity
K01261	GO:0004177	aminopeptidase activity
K01262	GO:0004177	aminopeptidase activity
K01262	GO:0004177	aminopeptidase activity
K01262	GO:0004177	aminopeptidase activity
K01271	GO:0016805	dipeptidase activity
K01271	GO:0016805	dipeptidase activity
K01282	GO:0008239	dipeptidyl-peptidase activity
K01282	GO:0008239	dipeptidyl-peptidase activity
K01282	GO:0008239	dipeptidyl-peptidase activity
K01285	GO:0004185	serine-type carboxypeptidase activity
K01285	GO:0004185	serine-type carboxypeptidase activity
K01285	GO:0004185	serine-type carboxypeptidase activity
K01286	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity
K01286	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity
K01288	GO:0004185	serine-type carboxypeptidase activity
K01288	GO:0004185	serine-type carboxypeptidase activity
K01288	GO:0004185	serine-type carboxypeptidase activity
K01290	GO:0004181	metallocarboxypeptidase activity
K01290	GO:0004181	metallocarboxypeptidase activity
K01291	GO:0004181	metallocarboxypeptidase activity
K01291	GO:0004181	metallocarboxypeptidase activity
K01292	GO:0004181	metallocarboxypeptidase activity
K01292	GO:0004181	metallocarboxypeptidase activity
K01294	GO:0004181	metallocarboxypeptidase activity
K01294	GO:0004181	metallocarboxypeptidase activity
K01296	GO:0004181	metallocarboxypeptidase activity
K01296	GO:0004181	metallocarboxypeptidase activity
K01298	GO:0004181	metallocarboxypeptidase activity
K01298	GO:0004181	metallocarboxypeptidase activity
K01300	GO:0004181	metallocarboxypeptidase activity
K01300	GO:0004181	metallocarboxypeptidase activity
K01309	GO:0004843	cysteine-type deubiquitinase activity
K01309	GO:0004843	cysteine-type deubiquitinase activity
K01309	GO:0004843	cysteine-type deubiquitinase activity
K01309	GO:0004843	cysteine-type deubiquitinase activity
K01309	GO:0004843	cysteine-type deubiquitinase activity
K01309	GO:1990380	K48-linked deubiquitinase activity
K01367	GO:0004198	calcium-dependent cysteine-type endopeptidase activity
K01425	GO:0004359	glutaminase activity
K01425	GO:0004359	glutaminase activity
K01426	GO:0004040	amidase activity
K01432	GO:0004061	arylformamidase activity
K01446	GO:0042834	peptidoglycan binding
K01446	GO:0042834	peptidoglycan binding
K01447	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
K01447	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
K01448	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
K01448	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
K01462	GO:0042586	peptide deformylase activity
K01467	GO:0008800	beta-lactamase activity
K01477	GO:0004037	allantoicase activity
K01481	GO:0004668	protein-arginine deiminase activity
K01481	GO:0004668	protein-arginine deiminase activity
K01483	GO:0050385	ureidoglycolate lyase activity
K01484	GO:0009015	N-succinylarginine dihydrolase activity
K01488	GO:0004000	adenosine deaminase activity
K01489	GO:0004126	cytidine deaminase activity
K01490	GO:0003876	AMP deaminase activity
K01491	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity
K01491	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity
K01492	GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity
K01494	GO:0008829	dCTP deaminase activity
K01495	GO:0003934	GTP cyclohydrolase I activity
K01496	GO:0004635	phosphoribosyl-AMP cyclohydrolase activity
K01499	GO:0018759	methenyltetrahydromethanopterin cyclohydrolase activity
K01507	GO:0004427	inorganic diphosphate phosphatase activity
K01507	GO:0004427	inorganic diphosphate phosphatase activity
K01511	GO:0017110	nucleoside diphosphate phosphatase activity
K01521	GO:0008715	CDP-diacylglycerol diphosphatase activity
K01536	GO:0008556	P-type potassium transmembrane transporter activity
K01536	GO:0008556	P-type potassium transmembrane transporter activity
K01536	GO:0008556	P-type potassium transmembrane transporter activity
K01537	GO:0005388	P-type calcium transporter activity
K01542	GO:0008900	P-type potassium:proton transporter activity
K01543	GO:0008900	P-type potassium:proton transporter activity
K01544	GO:0008900	P-type potassium:proton transporter activity
K01547	GO:0008556	P-type potassium transmembrane transporter activity
K01547	GO:0008556	P-type potassium transmembrane transporter activity
K01547	GO:0008556	P-type potassium transmembrane transporter activity
K01555	GO:0004334	fumarylacetoacetase activity
K01562	GO:0004800	thyroxine 5'-deiodinase activity
K01575	GO:0047605	acetolactate decarboxylase activity
K01578	GO:0050080	malonyl-CoA decarboxylase activity
K01579	GO:0004068	aspartate 1-decarboxylase activity
K01583	GO:0008792	arginine decarboxylase activity
K01584	GO:0008792	arginine decarboxylase activity
K01585	GO:0008792	arginine decarboxylase activity
K01590	GO:0004398	histidine decarboxylase activity
K01591	GO:0004590	orotidine-5'-phosphate decarboxylase activity
K01595	GO:0008964	phosphoenolpyruvate carboxylase activity
K01595	GO:0008964	phosphoenolpyruvate carboxylase activity
K01599	GO:0004853	uroporphyrinogen decarboxylase activity
K01601	GO:0016984	ribulose-bisphosphate carboxylase activity
K01601	GO:0016984	ribulose-bisphosphate carboxylase activity
K01602	GO:0016984	ribulose-bisphosphate carboxylase activity
K01602	GO:0016984	ribulose-bisphosphate carboxylase activity
K01609	GO:0004425	indole-3-glycerol-phosphate synthase activity
K01610	GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity
K01611	GO:0004014	adenosylmethionine decarboxylase activity
K01613	GO:0004609	phosphatidylserine decarboxylase activity
K01622	GO:0004332	fructose-bisphosphate aldolase activity
K01622	GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity
K01622	GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity
K01623	GO:0004332	fructose-bisphosphate aldolase activity
K01624	GO:0004332	fructose-bisphosphate aldolase activity
K01626	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity
K01633	GO:0004150	dihydroneopterin aldolase activity
K01637	GO:0004451	isocitrate lyase activity
K01638	GO:0004474	malate synthase activity
K01641	GO:0004421	hydroxymethylglutaryl-CoA synthase activity
K01643	GO:0008814	citrate CoA-transferase activity
K01649	GO:0003852	2-isopropylmalate synthase activity
K01656	GO:0004425	indole-3-glycerol-phosphate synthase activity
K01662	GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity
K01672	GO:0004089	carbonate dehydratase activity
K01673	GO:0004089	carbonate dehydratase activity
K01674	GO:0004089	carbonate dehydratase activity
K01681	GO:0003994	aconitate hydratase activity
K01681	GO:0003994	aconitate hydratase activity
K01682	GO:0003994	aconitate hydratase activity
K01682	GO:0003994	aconitate hydratase activity
K01686	GO:0008927	mannonate dehydratase activity
K01693	GO:0004424	imidazoleglycerol-phosphate dehydratase activity
K01694	GO:0004834	tryptophan synthase activity
K01695	GO:0004834	tryptophan synthase activity
K01696	GO:0004834	tryptophan synthase activity
K01698	GO:0004655	porphobilinogen synthase activity
K01713	GO:0004664	prephenate dehydratase activity
K01719	GO:0004852	uroporphyrinogen-III synthase activity
K01724	GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
K01728	GO:0030570	pectate lyase activity
K01728	GO:0030570	pectate lyase activity
K01730	GO:0047487	oligogalacturonide lyase activity
K01735	GO:0003856	3-dehydroquinate synthase activity
K01736	GO:0004107	chorismate synthase activity
K01741	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
K01741	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
K01741	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
K01749	GO:0004418	hydroxymethylbilane synthase activity
K01749	GO:0004418	hydroxymethylbilane synthase activity
K01752	GO:0003941	L-serine ammonia-lyase activity
K01756	GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity
K01757	GO:0016844	strictosidine synthase activity
K01764	GO:0004408	holocytochrome-c synthase activity
K01768	GO:0004016	adenylate cyclase activity
K01768	GO:0004016	adenylate cyclase activity
K01768	GO:0004016	adenylate cyclase activity
K01769	GO:0004383	guanylate cyclase activity
K01770	GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity
K01772	GO:0004325	ferrochelatase activity
K01778	GO:0008837	diaminopimelate epimerase activity
K01784	GO:0003978	UDP-glucose 4-epimerase activity
K01788	GO:0047465	N-acylglucosamine-6-phosphate 2-epimerase activity
K01790	GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity
K01802	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K01802	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K01802	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K01802	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K01803	GO:0004807	triose-phosphate isomerase activity
K01804	GO:0008733	L-arabinose isomerase activity
K01807	GO:0004751	ribose-5-phosphate isomerase activity
K01808	GO:0004751	ribose-5-phosphate isomerase activity
K01809	GO:0004476	mannose-6-phosphate isomerase activity
K01809	GO:0004476	mannose-6-phosphate isomerase activity
K01810	GO:0004347	glucose-6-phosphate isomerase activity
K01810	GO:0004347	glucose-6-phosphate isomerase activity
K01810	GO:0004347	glucose-6-phosphate isomerase activity
K01812	GO:0008880	glucuronate isomerase activity
K01813	GO:0008740	L-rhamnose isomerase activity
K01817	GO:0004640	phosphoribosylanthranilate isomerase activity
K01818	GO:0008736	L-fucose isomerase activity
K01818	GO:0008736	L-fucose isomerase activity
K01818	GO:0008736	L-fucose isomerase activity
K01820	GO:0008740	L-rhamnose isomerase activity
K01826	GO:0008704	5-carboxymethyl-2-hydroxymuconate delta-isomerase activity
K01834	GO:0004619	phosphoglycerate mutase activity
K01840	GO:0004615	phosphomannomutase activity
K01846	GO:0050097	methylaspartate mutase activity
K01854	GO:0008767	UDP-galactopyranose mutase activity
K01855	GO:0009982	pseudouridine synthase activity
K01855	GO:0009982	pseudouridine synthase activity
K01855	GO:0009982	pseudouridine synthase activity
K01855	GO:0009982	pseudouridine synthase activity
K01855	GO:0009982	pseudouridine synthase activity
K01858	GO:0004512	inositol-3-phosphate synthase activity
K01868	GO:0004829	threonine-tRNA ligase activity
K01872	GO:0004813	alanine-tRNA ligase activity
K01873	GO:0004832	valine-tRNA ligase activity
K01878	GO:0004820	glycine-tRNA ligase activity
K01878	GO:0004820	glycine-tRNA ligase activity
K01879	GO:0004820	glycine-tRNA ligase activity
K01879	GO:0004820	glycine-tRNA ligase activity
K01880	GO:0004820	glycine-tRNA ligase activity
K01880	GO:0004820	glycine-tRNA ligase activity
K01881	GO:0004827	proline-tRNA ligase activity
K01881	GO:0004827	proline-tRNA ligase activity
K01883	GO:0004817	cysteine-tRNA ligase activity
K01884	GO:0004817	cysteine-tRNA ligase activity
K01886	GO:0004819	glutamine-tRNA ligase activity
K01887	GO:0004814	arginine-tRNA ligase activity
K01887	GO:0004814	arginine-tRNA ligase activity
K01889	GO:0004826	phenylalanine-tRNA ligase activity
K01889	GO:0004826	phenylalanine-tRNA ligase activity
K01890	GO:0004826	phenylalanine-tRNA ligase activity
K01890	GO:0004826	phenylalanine-tRNA ligase activity
K01905	GO:0043758	acetate-CoA ligase (ADP-forming) activity
K01906	GO:0042410	6-carboxyhexanoate-CoA ligase activity
K01910	GO:0008771	[citrate (pro-3S)-lyase] ligase activity
K01914	GO:0004071	aspartate-ammonia ligase activity
K01915	GO:0004356	glutamine synthetase activity
K01915	GO:0004356	glutamine synthetase activity
K01915	GO:0004356	glutamine synthetase activity
K01915	GO:0004356	glutamine synthetase activity
K01918	GO:0004592	pantoate-beta-alanine ligase activity
K01919	GO:0004357	glutamate-cysteine ligase activity
K01919	GO:0004357	glutamate-cysteine ligase activity
K01919	GO:0004357	glutamate-cysteine ligase activity
K01920	GO:0004363	glutathione synthase activity
K01920	GO:0004363	glutathione synthase activity
K01920	GO:0004363	glutathione synthase activity
K01920	GO:0004363	glutathione synthase activity
K01921	GO:0008716	D-alanine-D-alanine ligase activity
K01937	GO:0003883	CTP synthase activity
K01938	GO:0004329	formate-tetrahydrofolate ligase activity
