KO	Module	Module_desc
K01733	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
K01652	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
K01652	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
K11258	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
K11258	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
K00053	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
K00053	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
K01687	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
K01687	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
K00826	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
K00826	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K00826	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
K00826	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
K00058	M00020	Serine biosynthesis, glycerate-3P => serine
K00831	M00020	Serine biosynthesis, glycerate-3P => serine
K00831	M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P
K01079	M00020	Serine biosynthesis, glycerate-3P => serine
K25528	M00020	Serine biosynthesis, glycerate-3P => serine
K00640	M00021	Cysteine biosynthesis, serine => cysteine
K23304	M00021	Cysteine biosynthesis, serine => cysteine
K01738	M00021	Cysteine biosynthesis, serine => cysteine
K13034	M00021	Cysteine biosynthesis, serine => cysteine
K17069	M00021	Cysteine biosynthesis, serine => cysteine
K01626	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K03856	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K13853	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K01735	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K13829	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K13829	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K03785	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K03786	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K00014	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K13832	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K13830	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K13830	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K00891	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K00800	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K24018	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K24018	M00040	Tyrosine biosynthesis, chorismate => arogenate => tyrosine
K01736	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
K01657	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K01658	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K13503	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K13501	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K13501	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K01656	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K01656	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K00766	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K13497	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K01817	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K24017	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K24017	M00026	Histidine biosynthesis, PRPP => histidine
K01609	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K13498	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K01695	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K01694	M00023	Tryptophan biosynthesis, chorismate => tryptophan
K01850	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K01850	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K01850	M00040	Tyrosine biosynthesis, chorismate => arogenate => tyrosine
K01850	M00910	Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine
K04092	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K04092	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K04092	M00040	Tyrosine biosynthesis, chorismate => arogenate => tyrosine
K14187	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K14187	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K04093	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K04093	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K04516	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K04516	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K06208	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K06208	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K06209	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K06209	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K01713	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K04518	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K05359	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K05359	M00910	Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine
K14170	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K14170	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K14170	M00040	Tyrosine biosynthesis, chorismate => arogenate => tyrosine
K00832	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K00832	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K00832	M00034	Methionine salvage pathway
K00832	M00040	Tyrosine biosynthesis, chorismate => arogenate => tyrosine
K00832	M00044	Tyrosine degradation, tyrosine => homogentisate
K00838	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine
K00838	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K00838	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine
K00838	M00034	Methionine salvage pathway
K00838	M00044	Tyrosine degradation, tyrosine => homogentisate
K04517	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K00211	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine
K00765	M00026	Histidine biosynthesis, PRPP => histidine
K02502	M00026	Histidine biosynthesis, PRPP => histidine
K01523	M00026	Histidine biosynthesis, PRPP => histidine
K01496	M00026	Histidine biosynthesis, PRPP => histidine
K11755	M00026	Histidine biosynthesis, PRPP => histidine
K14152	M00026	Histidine biosynthesis, PRPP => histidine
K14152	M00026	Histidine biosynthesis, PRPP => histidine
K01814	M00026	Histidine biosynthesis, PRPP => histidine
K02501	M00026	Histidine biosynthesis, PRPP => histidine
K02500	M00026	Histidine biosynthesis, PRPP => histidine
K01693	M00026	Histidine biosynthesis, PRPP => histidine
K00817	M00026	Histidine biosynthesis, PRPP => histidine
K00817	M00026	Histidine biosynthesis, PRPP => histidine
K04486	M00026	Histidine biosynthesis, PRPP => histidine
K05602	M00026	Histidine biosynthesis, PRPP => histidine
K18649	M00026	Histidine biosynthesis, PRPP => histidine
K01089	M00026	Histidine biosynthesis, PRPP => histidine
K00013	M00026	Histidine biosynthesis, PRPP => histidine
K01580	M00027	GABA (gamma-Aminobutyrate) shunt
K13524	M00027	GABA (gamma-Aminobutyrate) shunt
K07250	M00027	GABA (gamma-Aminobutyrate) shunt
K07250	M00956	Lysine degradation, bacteria, L-lysine => succinate
K07250	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA
K00823	M00027	GABA (gamma-Aminobutyrate) shunt
K16871	M00027	GABA (gamma-Aminobutyrate) shunt
K00135	M00027	GABA (gamma-Aminobutyrate) shunt
K00135	M00956	Lysine degradation, bacteria, L-lysine => succinate
K00135	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA
K00139	M00027	GABA (gamma-Aminobutyrate) shunt
K17761	M00027	GABA (gamma-Aminobutyrate) shunt
K00618	M00028	Ornithine biosynthesis, glutamate => ornithine
K00619	M00028	Ornithine biosynthesis, glutamate => ornithine
K14681	M00028	Ornithine biosynthesis, glutamate => ornithine
K14681	M00029	Urea cycle
K14681	M00844	Arginine biosynthesis, ornithine => arginine
K14682	M00028	Ornithine biosynthesis, glutamate => ornithine
K00620	M00028	Ornithine biosynthesis, glutamate => ornithine
K00620	M00028	Ornithine biosynthesis, glutamate => ornithine
K22477	M00028	Ornithine biosynthesis, glutamate => ornithine
K22478	M00028	Ornithine biosynthesis, glutamate => ornithine
K22478	M00028	Ornithine biosynthesis, glutamate => ornithine
K22478	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
K00930	M00028	Ornithine biosynthesis, glutamate => ornithine
K00145	M00028	Ornithine biosynthesis, glutamate => ornithine
K00145	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
K12659	M00028	Ornithine biosynthesis, glutamate => ornithine
K00818	M00028	Ornithine biosynthesis, glutamate => ornithine
K01438	M00028	Ornithine biosynthesis, glutamate => ornithine
K01438	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
K14677	M00028	Ornithine biosynthesis, glutamate => ornithine
K01948	M00029	Urea cycle
K00611	M00029	Urea cycle
K00611	M00844	Arginine biosynthesis, ornithine => arginine
K01940	M00029	Urea cycle
K01940	M00844	Arginine biosynthesis, ornithine => arginine
K01940	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
K01755	M00029	Urea cycle
K01755	M00844	Arginine biosynthesis, ornithine => arginine
K01755	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
K01476	M00029	Urea cycle
K01476	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine
K01655	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine
K01655	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate
K17450	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine
K17450	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate
K05824	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine
K05824	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate
K00143	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine
K00293	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine
K24034	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine
K00290	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine
K05826	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine
K05826	M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine
K05827	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine
K05828	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine
K05828	M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine
K05829	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine
K05829	M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine
K05830	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine
K05830	M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine
K05831	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine
K05831	M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine
K14157	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
K14085	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
K14085	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
K14085	M00555	Betaine biosynthesis, choline => betaine
K00825	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
K15791	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
K00252	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
K00252	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA
K07514	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
K07514	M00087	beta-Oxidation
K07515	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
K07515	M00085	Fatty acid elongation in mitochondria
K07515	M00087	beta-Oxidation
K00022	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
K00022	M00085	Fatty acid elongation in mitochondria
K00022	M00087	beta-Oxidation
K00836	M00033	Ectoine biosynthesis, aspartate => ectoine
K06718	M00033	Ectoine biosynthesis, aspartate => ectoine
K06720	M00033	Ectoine biosynthesis, aspartate => ectoine
K00789	M00034	Methionine salvage pathway
K00789	M00035	Methionine degradation
K00789	M00368	Ethylene biosynthesis, methionine => ethylene
K00789	M00609	Cysteine biosynthesis, methionine => cysteine
K00789	M00953	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid
K01611	M00034	Methionine salvage pathway
K01611	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
K00797	M00034	Methionine salvage pathway
K00797	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
K01243	M00034	Methionine salvage pathway
K01243	M00609	Cysteine biosynthesis, methionine => cysteine
K00772	M00034	Methionine salvage pathway
K05810	M00034	Methionine salvage pathway
K05810	M00958	Adenine ribonucleotide degradation, AMP => Urate
K05810	M00958	Adenine ribonucleotide degradation, AMP => Urate
K05810	M00959	Guanine ribonucleotide degradation, GMP => Urate
K08963	M00034	Methionine salvage pathway
K08964	M00034	Methionine salvage pathway
K08965	M00034	Methionine salvage pathway
K08966	M00034	Methionine salvage pathway
K00815	M00034	Methionine salvage pathway
K00815	M00044	Tyrosine degradation, tyrosine => homogentisate
K08969	M00034	Methionine salvage pathway
K23977	M00034	Methionine salvage pathway
K00552	M00035	Methionine degradation
K00558	M00035	Methionine degradation
K01251	M00035	Methionine degradation
K01697	M00035	Methionine degradation
K01697	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine
K10150	M00035	Methionine degradation
K10150	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine
K00166	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K00167	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K11381	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K09699	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K00253	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K00249	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K00249	M00087	beta-Oxidation
K01968	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K01969	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K05607	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K13766	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K01640	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA
K01640	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
K01593	M00037	Melatonin biosynthesis, animals, tryptophan => serotonin => melatonin
K01593	M00042	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline
K01593	M00936	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin
K00669	M00037	Melatonin biosynthesis, animals, tryptophan => serotonin => melatonin
K00543	M00037	Melatonin biosynthesis, animals, tryptophan => serotonin => melatonin
K00453	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
K00453	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD
K00463	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
K00463	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD
K01432	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
K01432	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD
K14263	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
K14263	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD
K07130	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
K07130	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD
K00486	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
K00486	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD
K01556	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
K01556	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD
K03392	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
K10217	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
K10217	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K23234	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
K10775	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
K10775	M00137	Flavanone biosynthesis, phenylalanine => naringenin
K13064	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
K00487	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
K00487	M00137	Flavanone biosynthesis, phenylalanine => naringenin
K01904	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
K01904	M00137	Flavanone biosynthesis, phenylalanine => naringenin
K13065	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
K09754	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
K00588	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
K09753	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
K09755	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
